word,tbcl_level,cefr,category,zhuyin,pinyin,written_freq_per_million,spoken_freq_per_million
聽眾,5,B2,教育、學習,ㄊㄧㄥ ㄓㄨㄥˋ,tīng zhòng,26,6
停頓,5,B2,情緒、態度,ㄊㄧㄥˊ ㄉㄨㄣˋ,tíng dùn,21,3
停留,5,B2,核心詞,ㄊㄧㄥˊ ㄌㄧㄡˊ,tíng liú,28,23
庭園,5,B2,日常起居,ㄊㄧㄥˊ ㄩㄢˊ,tíng yuán,4,3
庭院,5,B2,日常起居,ㄊㄧㄥˊ ㄩㄢˋ,tíng yuàn,12,6
挺,5,B2,核心詞,ㄊㄧㄥˇ,tǐng,48,33
通風,5,B2,日常起居,ㄊㄨㄥ ㄈㄥ,tōng fēng,6,19
通俗,5,B2,教育、學習,ㄊㄨㄥ ㄙㄨˊ,tōng sú,17,3
通通,5,B2,核心詞,ㄊㄨㄥ ㄊㄨㄥ,tōng tōng,8,54
通往,5,B2,交通、旅遊,ㄊㄨㄥ ㄨㄤˇ,tōng wǎng,26,10
通訊,5,B2,科技,ㄊㄨㄥ ㄒㄩㄣˋ,tōng xùn,22,8
通用,5,B2,職業,ㄊㄨㄥ ㄩㄥˋ,tōng yòng,18,3
銅,5,B2,核心詞,ㄊㄨㄥˊ,tóng,19,12
同伴,5,B2,核心詞,ㄊㄨㄥˊ ㄅㄢˋ,tóng bàn,20,9
同行1,5,B2,職業,ㄊㄨㄥˊ ㄏㄤˊ,tóng háng,18,3
同理,5,B2,核心詞,ㄊㄨㄥˊ ㄌㄧˇ,tóng lǐ,9,3
同年,5,B2,核心詞,ㄊㄨㄥˊ ㄋㄧㄢˊ,tóng nián,20,6
同鄉,5,B2,個人資料,ㄊㄨㄥˊ ㄒㄧㄤ,tóng xiāng,7,2
同行2,5,B2,核心詞,ㄊㄨㄥˊ ㄒㄧㄥˊ,tóng xíng,18,3
同性戀,5,B2,社會,ㄊㄨㄥˊ ㄒㄧㄥˋ ㄌㄧㄢˋ,tóng xìng liàn,17,2
同志,5,B2,社會,ㄊㄨㄥˊ ㄓˋ,tóng zhì,22,1
桶,5,B2,餐飲、烹飪,ㄊㄨㄥˇ,tǒng,18,42
統計,5,B2,教育、學習,ㄊㄨㄥˇ ㄐㄧˋ,tǒng jì,42,91
統治,5,B2,社會,ㄊㄨㄥˇ ㄓˋ,tǒng zhì,79,34
桶子,5,B2,,ㄊㄨㄥˇ ˙ㄗ,tǒng zi,4,10
痛恨,5,B2,情緒、態度,ㄊㄨㄥˋ ㄏㄣˋ,tòng hèn,16,1
痛哭,5,B2,核心詞,ㄊㄨㄥˋ ㄎㄨ,tòng kū,11,1
痛快,5,B2,核心詞,ㄊㄨㄥˋ ㄎㄨㄞˋ,tòng kuài,10,1
痛罵,5,B2,情緒、態度,ㄊㄨㄥˋ ㄇㄚˋ,tòng mà,4,0
偷看,5,B2,核心詞,ㄊㄡ ㄎㄢˋ,tōu kàn,7,6
偷懶,5,B2,核心詞,ㄊㄡ ㄌㄢˇ,tōu lǎn,5,12
偷聽,5,B2,核心詞,ㄊㄡ ㄊㄧㄥ,tōu tīng,5,4
偷偷,5,B2,核心詞,ㄊㄡ ㄊㄡ,tōu tōu,34,16
頭腦,5,B2,個人資料,ㄊㄡˊ ㄋㄠˇ,tóu nǎo,36,23
頭皮,5,B2,身體、醫療,ㄊㄡˊ ㄆㄧˊ,tóu pí,6,1
投票,5,B2,社會,ㄊㄡˊ ㄆㄧㄠˋ,tóu piào,14,34
投手,5,B2,休閒、娛樂,ㄊㄡˊ ㄕㄡˇ,tóu shǒu,10,1
頭條,5,B2,休閒、娛樂,ㄊㄡˊ ㄊㄧㄠˊ,tóu tiáo,5,2
投降,5,B2,安全,ㄊㄡˊ ㄒㄧㄤˊ,tóu xiáng,41,5
透,5,B2,核心詞,ㄊㄡˋ,tòu,25,22
透過,5,B2,核心詞,ㄊㄡˋ ㄍㄨㄛˋ,tòu guò,238,337
透露,5,B2,核心詞,ㄊㄡˋ ㄌㄨˋ,tòu lù,24,11
透明,5,B2,核心詞,ㄊㄡˋ ㄇㄧㄥˊ,tòu míng,19,20
塗,5,B2,核心詞,ㄊㄨˊ,tú,16,13
圖案,5,B2,核心詞,ㄊㄨˊ ㄢˋ,tú àn,21,21
突出,5,B2,核心詞,ㄊㄨˊ ㄔㄨ,tú chū,27,8
突破,5,B2,職業,ㄊㄨˊ ㄆㄛˋ,tú pò,43,38
團結,5,B2,社會,ㄊㄨㄢˊ ㄐㄧㄝˊ,tuán jié,21,24
團聚,5,B2,社交、人際,ㄊㄨㄢˊ ㄐㄩˋ,tuán jù,5,9
團圓,5,B2,文化,ㄊㄨㄢˊ ㄩㄢˊ,tuán yuán,5,8
推測,5,B2,核心詞,ㄊㄨㄟ ㄘㄜˋ,tuī cè,19,10
推出,5,B2,職業,ㄊㄨㄟ ㄔㄨ,tuī chū,48,26
推翻,5,B2,教育、學習,ㄊㄨㄟ ㄈㄢ,tuī fān,18,18
推廣,5,B2,教育、學習,ㄊㄨㄟ ㄍㄨㄤˇ,tuī guǎng,41,91
推理,5,B2,教育、學習,ㄊㄨㄟ ㄌㄧˇ,tuī lǐ,27,1
推銷,5,B2,購物、商店,ㄊㄨㄟ ㄒㄧㄠ,tuī xiāo,26,8
退出,5,B2,職業,ㄊㄨㄟˋ ㄔㄨ,tuì chū,19,14
吞,5,B2,餐飲、烹飪,ㄊㄨㄣ,tūn,14,7
拖,5,B2,核心詞,ㄊㄨㄛ,tuō,44,25
脫離,5,B2,核心詞,ㄊㄨㄛ ㄌㄧˊ,tuō lí,34,31
拖延,5,B2,核心詞,ㄊㄨㄛ ㄧㄢˊ,tuō yán,17,2
外出,5,B2,核心詞,ㄨㄞˋ ㄔㄨ,wài chū,21,13
外地,5,B2,日常起居,ㄨㄞˋ ㄉㄧˋ,wài dì,10,21
外行,5,B2,核心詞,ㄨㄞˋ ㄏㄤˊ,wài háng,3,2
外交,5,B2,社會,ㄨㄞˋ ㄐㄧㄠ,wài jiāo,25,43
外界,5,B2,核心詞,ㄨㄞˋ ㄐㄧㄝˋ,wài jiè,35,56
外來,5,B2,核心詞,ㄨㄞˋ ㄌㄞˊ,wài lái,17,34
外貌,5,B2,核心詞,ㄨㄞˋ ㄇㄠˋ,wài mào,7,3
外人,5,B2,社交、人際,ㄨㄞˋ ㄖㄣˊ,wài rén,18,9
外向,5,B2,個人資料,ㄨㄞˋ ㄒㄧㄤˋ,wài xiàng,5,2
外銷,5,B2,交通、旅遊,ㄨㄞˋ ㄒㄧㄠ,wài xiāo,7,14
外型,5,B2,購物、商店,ㄨㄞˋ ㄒㄧㄥˊ,wài xíng,7,11
外形,5,B2,購物、商店,ㄨㄞˋ ㄒㄧㄥˊ,wài xíng,7,4
外遇,5,B2,社交、人際,ㄨㄞˋ ㄩˋ,wài yù,9,4
外在,5,B2,身體、醫療,ㄨㄞˋ ㄗㄞˋ,wài zài,43,12
彎,5,B2,核心詞,ㄨㄢ,wān,33,14
彎曲,5,B2,身體、醫療,ㄨㄢ ㄑㄩ,wān qū,18,7
完蛋,5,B2,核心詞,ㄨㄢˊ ㄉㄢˋ,wán dàn,6,10
玩樂,5,B2,休閒、娛樂,ㄨㄢˊ ㄌㄜˋ,wán lè,7,6
玩耍,5,B2,核心詞,ㄨㄢˊ ㄕㄨㄚˇ,wán shuǎ,19,10
晚輩,5,B2,個人資料,ㄨㄢˇ ㄅㄟˋ,wǎn bèi,4,4
晚年,5,B2,社會,ㄨㄢˇ ㄋㄧㄢˊ,wǎn nián,21,6
萬分,5,B2,核心詞,ㄨㄢˋ ㄈㄣ,wàn fēn,19,4
萬事如意,5,B2,核心詞,ㄨㄢˋ ㄕˋ ㄖㄨˊ ㄧˋ,wàn shì rú yì,0,0
萬一,5,B2,核心詞,ㄨㄢˋ ㄧ,wàn yī,42,41
王國,5,B2,文化,ㄨㄤˊ ㄍㄨㄛˊ,wáng guó,37,18
王子,5,B2,文化,ㄨㄤˊ ㄗˇ,wáng zǐ,33,41
往常,5,B2,核心詞,ㄨㄤˇ ㄔㄤˊ,wǎng cháng,16,6
往後,5,B2,核心詞,ㄨㄤˇ ㄏㄡˋ,wǎng hòu,27,14
往來,5,B2,社交、人際,ㄨㄤˇ ㄌㄞˊ,wǎng lái,25,15
網絡,5,B2,核心詞,ㄨㄤˇ ㄌㄨㄛˋ,wǎng luò,27,5
往事,5,B2,文化,ㄨㄤˇ ㄕˋ,wǎng shì,23,5
威力,5,B2,安全,ㄨㄟ ㄌㄧˋ,wēi lì,17,25
威脅,5,B2,安全,ㄨㄟ ㄒㄧㄝˊ,wēi xié,68,96
圍,5,B2,核心詞,ㄨㄟˊ,wéi,35,22
維持,5,B2,核心詞,ㄨㄟˊ ㄔˊ,wéi chí,124,98
微風,5,B2,自然環境,ㄨㄟˊ ㄈㄥ,wéi fēng,9,5
維護,5,B2,社會,ㄨㄟˊ ㄏㄨˋ,wéi hù,32,40
危急,5,B2,安全,ㄨㄟˊ ㄐㄧˊ,wéi jí,9,7
圍巾,5,B2,購物、商店,ㄨㄟˊ ㄐㄧㄣ,wéi jīn,7,7
微妙,5,B2,核心詞,ㄨㄟˊ ㄇㄧㄠˋ,wéi miào,17,5
圍裙,5,B2,購物、商店,ㄨㄟˊ ㄑㄩㄣˊ,wéi qún,5,1
圍繞,5,B2,核心詞,ㄨㄟˊ ㄖㄠˋ,wéi rào,19,9
唯一,5,B2,核心詞,ㄨㄟˊ ㄧ,wéi yī,155,94
為止,5,B2,核心詞,ㄨㄟˊ ㄓˇ,wéi zhǐ,68,55
尾巴/尾,5,B2,自然環境,ㄨㄟˇ ˙ㄅㄚ/ㄨㄟˇ,wěi ba/wěi,60,33
偉人,5,B2,文化,ㄨㄟˇ ㄖㄣˊ,wěi rén,5,6
委員,5,B2,職業,ㄨㄟˇ ㄩㄢˊ,wěi yuán,47,23
未,5,B2,核心詞,ㄨㄟˋ,wèi,349,53
胃,5,B2,身體、醫療,ㄨㄟˋ,wèi,23,22
未必,5,B2,核心詞,ㄨㄟˋ ㄅㄧˋ,wèi bì,31,10
為何,5,B2,核心詞,ㄨㄟˋ ㄏㄜˊ,wèi hé,90,10
未婚,5,B2,個人資料,ㄨㄟˋ ㄏㄨㄣ,wèi hūn,6,2
味精,5,B2,餐飲、烹飪,ㄨㄟˋ ㄐㄧㄥ,wèi jīng,1,1
味覺,5,B2,餐飲、烹飪,ㄨㄟˋ ㄐㄩㄝˊ,wèi jué,6,6
胃口,5,B2,餐飲、烹飪,ㄨㄟˋ ㄎㄡˇ,wèi kǒu,12,4
衛生,5,B2,安全,ㄨㄟˋ ㄕㄥ,wèi shēng,28,79
溫帶,5,B2,自然環境,ㄨㄣ ㄉㄞˋ,wēn dài,2,13
溫和,5,B2,社交、人際,ㄨㄣ ㄏㄜˊ,wēn hé,29,13
溫柔,5,B2,核心詞,ㄨㄣ ㄖㄡˊ,wēn róu,41,21
文明,5,B2,核心詞,ㄨㄣˊ ㄇㄧㄥˊ,wén míng,68,40
文憑,5,B2,教育、學習,ㄨㄣˊ ㄆㄧㄥˊ,wén píng,5,2
文人,5,B2,教育、學習,ㄨㄣˊ ㄖㄣˊ,wén rén,21,12
吻,5,B2,社交、人際,ㄨㄣˇ,wěn,21,4
穩,5,B2,核心詞,ㄨㄣˇ,wěn,21,21
問候,5,B2,社交、人際,ㄨㄣˋ ㄏㄡˋ,wèn hòu,11,10
窩,5,B2,核心詞,ㄨㄛ,wō,17,7
無,5,B2,核心詞,ㄨˊ,wú,524,298
無法,5,B2,核心詞,ㄨˊ ㄈㄚˇ,wú fǎ,593,190
無關,5,B2,核心詞,ㄨˊ ㄍㄨㄢ,wú guān,36,7
無論如何,5,B2,核心詞,ㄨˊ ㄌㄨㄣˋ ㄖㄨˊ ㄏㄜˊ,wú lùn rú hé,37,7
無情,5,B2,情緒、態度,ㄨˊ ㄑㄧㄥˊ,wú qíng,24,13
無窮,5,B2,核心詞,ㄨˊ ㄑㄩㄥˊ,wú qióng,23,8
無趣,5,B2,休閒、娛樂,ㄨˊ ㄑㄩˋ,wú qù,9,1
無數,5,B2,核心詞,ㄨˊ ㄕㄨˋ,wú shù,46,30
無所謂,5,B2,核心詞,ㄨˊ ㄙㄨㄛˇ ㄨㄟˋ,wú suǒ wèi,16,11
無限,5,B2,自然環境,ㄨˊ ㄒㄧㄢˋ,wú xiàn,36,31
無形,5,B2,自然環境,ㄨˊ ㄒㄧㄥˊ,wú xíng,23,27
無形中,5,B2,,ㄨˊ ㄒㄧㄥˊ ㄓㄨㄥ,wú xíng zhōng,0,0
無疑,5,B2,核心詞,ㄨˊ ㄧˊ,wú yí,32,4
無意,5,B2,核心詞,ㄨˊ ㄧˋ,wú yì,26,9
無知,5,B2,情緒、態度,ㄨˊ ㄓ,wú zhī,26,6
無助,5,B2,情緒、態度,ㄨˊ ㄓㄨˋ,wú zhù,25,10
舞蹈,5,B2,休閒、娛樂,ㄨˇ ㄉㄠˋ,wǔ dào,23,38
武功,5,B2,文化,ㄨˇ ㄍㄨㄥ,wǔ gōng,31,3
五花八門,5,B2,核心詞,ㄨˇ ㄏㄨㄚ ㄅㄚ ㄇㄣˊ,wǔ huā bā mén,5,3
武器,5,B2,安全,ㄨˇ ㄑㄧˋ,wǔ qì,44,140
舞台劇,5,B2,休閒、娛樂,ㄨˇㄊㄞˊㄐㄩˋ,wǔ tái jù,5,5
五顏六色,5,B2,自然環境,ㄨˇ ㄧㄢˊ ㄌㄧㄡˋ ㄙㄜˋ,wǔ yán liù sè,4,4
午夜,5,B2,核心詞,ㄨˇ ㄧㄝˋ,wǔ yè,10,2
勿,5,B2,核心詞,ㄨˋ,wù,22,13
霧,5,B2,自然環境,ㄨˋ,wù,21,25
誤會,5,B2,核心詞,ㄨˋ ㄏㄨㄟˋ,wù huì,17,13
物價,5,B2,社會,ㄨˋ ㄐㄧㄚˋ,wù jià,7,14
誤解,5,B2,核心詞,ㄨˋ ㄐㄧㄝˇ,wù jiě,23,9
物理,5,B2,教育、學習,ㄨˋ ㄌㄧˇ,wù lǐ,45,15
物體,5,B2,日常起居,ㄨˋ ㄊㄧˇ,wù tǐ,34,13
物質,5,B2,自然環境,ㄨˋ ㄓˊ,wù zhí,88,110
溪,5,B2,核心詞,ㄒㄧ,xī,23,34
攜帶,5,B2,核心詞,ㄒㄧ ㄉㄞˋ,xī dài,19,22
吸毒,5,B2,安全,ㄒㄧ ㄉㄨˊ,xī dú,8,8
膝蓋,5,B2,身體、醫療,ㄒㄧ ㄍㄞˋ,xī gài,35,13
西洋,5,B2,核心詞,ㄒㄧ ㄧㄤˊ,xī yáng,20,3
西醫,5,B2,身體、醫療,ㄒㄧ ㄧ,xī yī,8,4
媳婦,5,B2,個人資料,ㄒㄧˊ ㄈㄨˋ,xí fù,41,30
習俗,5,B2,文化,ㄒㄧˊ ㄙㄨˊ,xí sú,17,18
喜好,5,B2,核心詞,ㄒㄧˇ ㄏㄠˋ,xǐ hào,15,8
喜劇,5,B2,休閒、娛樂,ㄒㄧˇ ㄐㄩˋ,xǐ jù,19,4
喜悅,5,B2,核心詞,ㄒㄧˇ ㄩㄝˋ,xǐ yuè,48,23
戲劇,5,B2,休閒、娛樂,ㄒㄧˋ ㄐㄩˋ,xì jù,34,19
細菌,5,B2,自然環境,ㄒㄧˋ ㄐㄩㄣˋ,xì jùn,33,45
系統,5,B2,職業,ㄒㄧˋ ㄊㄨㄥˇ,xì tǒng,279,193
細心,5,B2,核心詞,ㄒㄧˋ ㄒㄧㄣ,xì xīn,18,27
夕陽,5,B2,核心詞,ㄒㄧˋ ㄧㄤˊ,xì yáng,11,5
細雨,5,B2,自然環境,ㄒㄧˋ ㄩˇ,xì yǔ,4,5
戲院,5,B2,休閒、娛樂,ㄒㄧˋ ㄩㄢˋ,xì yuàn,9,2
瞎子,5,B2,身體、醫療,ㄒㄧㄚ ˙ㄗ,xiā zi,6,1
下巴,5,B2,身體、醫療,ㄒㄧㄚˋ ˙ㄅㄚ,xià ba,20,4
下場,5,B2,核心詞,ㄒㄧㄚˋ ㄔㄤˇ,xià chǎng,17,2
下跌,5,B2,社會,ㄒㄧㄚˋ ㄉㄧㄝˊ,xià dié,9,3
下降,5,B2,核心詞,ㄒㄧㄚˋ ㄐㄧㄤˋ,xià jiàng,33,54
下列,5,B2,核心詞,ㄒㄧㄚˋ ㄌㄧㄝˋ,xià liè,27,1
夏令營,5,B2,社交、人際,ㄒㄧㄚˋ ㄌㄧㄥˋ ㄧㄥˊ,xià lìng yíng,3,3
嚇人,5,B2,核心詞,ㄒㄧㄚˋ ㄖㄣˊ,xià rén,11,10
下台,5,B2,社會,ㄒㄧㄚˋ ㄊㄞˊ,xià tái,6,16
先後,5,B2,核心詞,ㄒㄧㄢ ㄏㄡˋ,xiān hòu,30,8
鮮花,5,B2,自然環境,ㄒㄧㄢ ㄏㄨㄚ,xiān huā,13,4
先進,5,B2,職業,ㄒㄧㄢ ㄐㄧㄣˋ,xiān jìn,27,25
鮮明,5,B2,核心詞,ㄒㄧㄢ ㄇㄧㄥˊ,xiān míng,17,5
先前,5,B2,核心詞,ㄒㄧㄢ ㄑㄧㄢˊ,xiān qián,49,13
先天,5,B2,核心詞,ㄒㄧㄢ ㄊㄧㄢ,xiān tiān,17,14
嫌,5,B2,核心詞,ㄒㄧㄢˊ,xián,34,21
閒,5,B2,休閒、娛樂,ㄒㄧㄢˊ,xián,14,10
閒逛,5,B2,休閒、娛樂,ㄒㄧㄢˊ ㄍㄨㄤˋ,xián guàng,5,1
閒聊,5,B2,社交、人際,ㄒㄧㄢˊ ㄌㄧㄠˊ,xián liáo,14,3
閒談,5,B2,社交、人際,ㄒㄧㄢˊ ㄊㄢˊ,xián tán,5,0
顯得,5,B2,核心詞,ㄒㄧㄢˇ ˙ㄉㄜ,xiǎn de,82,30
顯然,5,B2,核心詞,ㄒㄧㄢˇ ㄖㄢˊ,xiǎn rán,137,22
顯示,5,B2,核心詞,ㄒㄧㄢˇ ㄕˋ,xiǎn shì,117,62
顯現,5,B2,核心詞,ㄒㄧㄢˇ ㄒㄧㄢˋ,xiǎn xiàn,15,5
顯著,5,B2,核心詞,ㄒㄧㄢˇ ㄓㄨˋ,xiǎn zhù,28,10
縣,5,B2,日常起居,ㄒㄧㄢˋ,xiàn,30,31
現成,5,B2,核心詞,ㄒㄧㄢˋ ㄔㄥˊ,xiàn chéng,10,6
現代化,5,B2,社會,ㄒㄧㄢˋ ㄉㄞˋ ㄏㄨㄚˋ,xiàn dài huà,20,17
現今,5,B2,核心詞,ㄒㄧㄢˋ ㄐㄧㄣ,xiàn jīn,23,18
陷阱,5,B2,安全,ㄒㄧㄢˋ ㄐㄧㄥˇ,xiàn jǐng,25,11
限量,5,B2,購物、商店,ㄒㄧㄢˋ ㄌㄧㄤˋ,xiàn liàng,2,3
羨慕/羡慕,5,B2,情緒、態度,ㄒㄧㄢˋ ㄇㄨˋ,xiàn mù,22,19
線條,5,B2,核心詞,ㄒㄧㄢˋ ㄊㄧㄠˊ,xiàn tiáo,18,10
鄉,5,B2,核心詞,ㄒㄧㄤ,xiāng,19,62
相愛,5,B2,社交、人際,ㄒㄧㄤ ㄞˋ,xiāng ài,11,4
相比,5,B2,核心詞,ㄒㄧㄤ ㄅㄧˇ,xiāng bǐ,29,9
香腸,5,B2,餐飲、烹飪,ㄒㄧㄤ ㄔㄤˊ,xiāng cháng,7,4
相對,5,B2,核心詞,ㄒㄧㄤ ㄉㄨㄟˋ,xiāng duì,76,93
相互,5,B2,社交、人際,ㄒㄧㄤ ㄏㄨˋ,xiāng hù,69,34
相近,5,B2,核心詞,ㄒㄧㄤ ㄐㄧㄣˋ,xiāng jìn,10,9
香氣,5,B2,餐飲、烹飪,ㄒㄧㄤ ㄑㄧˋ,xiāng qì,12,30
鄉親,5,B2,核心詞,ㄒㄧㄤ ㄑㄧㄣ,xiāng qīn,20,35
相似,5,B2,核心詞,ㄒㄧㄤ ㄙˋ,xiāng sì,41,13
相遇,5,B2,情緒、態度,ㄒㄧㄤ ㄩˋ,xiāng yù,18,12
想必,5,B2,核心詞,ㄒㄧㄤˇ ㄅㄧˋ,xiǎng bì,20,6
項,5,B2,核心詞,ㄒㄧㄤˋ,xiàng,348,191
向來,5,B2,核心詞,ㄒㄧㄤˋ ㄌㄞˊ,xiàng lái,29,18
項鍊,5,B2,購物、商店,ㄒㄧㄤˋ ㄌㄧㄢˋ,xiàng liàn,8,8
項目,5,B2,核心詞,ㄒㄧㄤˋ ㄇㄨˋ,xiàng mù,40,25
相親,5,B2,社交、人際,ㄒㄧㄤˋ ㄑㄧㄣ,xiàng qīn,3,2
消除,5,B2,核心詞,ㄒㄧㄠ ㄔㄨˊ,xiāo chú,32,11
消毒,5,B2,,ㄒㄧㄠ ㄉㄨˊ,xiāo dú,5,14
消費,5,B2,購物、商店,ㄒㄧㄠ ㄈㄟˋ,xiāo fèi,31,38
消費者,5,B2,購物、商店,ㄒㄧㄠ ㄈㄟˋ ㄓㄜˇ,xiāo fèi zhě,75,106
消化,5,B2,身體、醫療,ㄒㄧㄠ ㄏㄨㄚˋ,xiāo huà,27,24
消極,5,B2,核心詞,ㄒㄧㄠ ㄐㄧˊ,xiāo jí,22,6
銷路,5,B2,購物、商店,ㄒㄧㄠ ㄌㄨˋ,xiāo lù,5,3
消滅,5,B2,安全,ㄒㄧㄠ ㄇㄧㄝˋ,xiāo miè,24,17
銷售,5,B2,職業,ㄒㄧㄠ ㄕㄡˋ,xiāo shòu,55,37
小便,5,B2,身體、醫療,ㄒㄧㄠˇ ㄅㄧㄢˋ,xiǎo biàn,9,1
小伙子/小夥子,5,B2,核心詞,ㄒㄧㄠˇ ㄏㄨㄛˇ ˙ㄗ,xiǎo huǒ zi,45,1
小看,5,B2,核心詞,ㄒㄧㄠˇ ㄎㄢˋ,xiǎo kàn,6,14
小子,5,B2,核心詞,ㄒㄧㄠˇ ㄗˇ/ㄒㄧㄠˇ ˙ㄗ,xiǎo zǐ/xiǎo zi,25,4
小組,5,B2,職業,ㄒㄧㄠˇ ㄗㄨˇ,xiǎo zǔ,46,28
孝順,5,B2,個人資料,ㄒㄧㄠˋ ㄕㄨㄣˋ,xiào shùn,22,36
笑嘻嘻,5,B2,核心詞,ㄒㄧㄠˋ ㄒㄧ ㄒㄧ,xiào xī xī,5,2
效應,5,B2,核心詞,ㄒㄧㄠˋ ㄧㄥˋ,xiào yìng,33,58
校友,5,B2,教育、學習,ㄒㄧㄠˋ ㄧㄡˇ,xiào yǒu,5,4
斜,5,B2,核心詞,ㄒㄧㄝˊ,xié,17,25
協辦,5,B2,教育、學習,ㄒㄧㄝˊ ㄅㄢˋ,xié bàn,2,1
協會,5,B2,教育、學習,ㄒㄧㄝˊ ㄏㄨㄟˋ,xié huì,59,56
血管,5,B2,身體、醫療,ㄒㄧㄝˇ ㄍㄨㄢˇ,xiě guǎn,24,22
血壓,5,B2,身體、醫療,ㄒㄧㄝˇ ㄧㄚ,xiě yā,15,13
血液,5,B2,身體、醫療,ㄒㄧㄝˇ ㄧㄝˋ,xiě yè,46,22
心愛,5,B2,核心詞,ㄒㄧㄣ ㄞˋ,xīn ài,16,3
心得,5,B2,核心詞,ㄒㄧㄣ ㄉㄜˊ,xīn dé,18,16
心動,5,B2,情緒、態度,ㄒㄧㄣ ㄉㄨㄥˋ,xīn dòng,5,2
新進,5,B2,職業,ㄒㄧㄣ ㄐㄧㄣˋ,xīn jìn,8,4
心理,5,B2,身體、醫療,ㄒㄧㄣ ㄌㄧˇ,xīn lǐ,259,53
心力,5,B2,職業,ㄒㄧㄣ ㄌㄧˋ,xīn lì,23,23
心目中,5,B2,核心詞,ㄒㄧㄣ ㄇㄨˋ ㄓㄨㄥ,xīn mù zhōng,24,13
新奇,5,B2,情緒、態度,ㄒㄧㄣ ㄑㄧˊ,xīn qí,13,6
心事,5,B2,情緒、態度,ㄒㄧㄣ ㄕˋ,xīn shì,15,7
心思,5,B2,核心詞,ㄒㄧㄣ ㄙ / ㄒㄧㄣ ˙ㄙ,xīn sī/xīn si,32,8
心痛,5,B2,情緒、態度,ㄒㄧㄣ ㄊㄨㄥˋ,xīn tòng,7,6
心意,5,B2,核心詞,ㄒㄧㄣ ㄧˋ,xīn yì,22,20
心臟,5,B2,身體、醫療,ㄒㄧㄣ ㄗㄤˋ,xīn zàng,43,23
薪資,5,B2,職業,ㄒㄧㄣ ㄗ,xīn zī,11,7
信號,5,B2,核心詞,ㄒㄧㄣˋ ㄏㄠˋ,xìn hào,16,2
信賴,5,B2,核心詞,ㄒㄧㄣˋ ㄌㄞˋ,xìn lài,23,9
信徒,5,B2,文化,ㄒㄧㄣˋ ㄊㄨˊ,xìn tú,19,13
信仰,5,B2,個人資料,ㄒㄧㄣˋ ㄧㄤˇ,xìn yǎng,68,43
信用,5,B2,公共服務,ㄒㄧㄣˋ ㄩㄥˋ,xìn yòng,12,6
興建,5,B2,職業,ㄒㄧㄥ ㄐㄧㄢˋ,xīng jiàn,22,32
興起1,5,B2,核心詞,ㄒㄧㄥ ㄑㄧˇ,xīng qǐ,23,13
行程,5,B2,交通、旅遊,ㄒㄧㄥˊ ㄔㄥˊ,xíng chéng,22,29
行動,5,B2,核心詞,ㄒㄧㄥˊ ㄉㄨㄥˋ,xíng dòng,249,169
形式,5,B2,休閒、娛樂,ㄒㄧㄥˊ ㄕˋ,xíng shì,99,31
行事曆,5,B2,,ㄒㄧㄥˊ ㄕˋ ㄌㄧˋ,xíng shì lì,3,1
行為,5,B2,身體、醫療,ㄒㄧㄥˊ ㄨㄟˊ,xíng wéi,378,104
形象,5,B2,個人資料,ㄒㄧㄥˊ ㄒㄧㄤˋ,xíng xiàng,65,27
行銷,5,B2,職業,ㄒㄧㄥˊ ㄒㄧㄠ,xíng xiāo,91,43
行政,5,B2,職業,ㄒㄧㄥˊ ㄓㄥˋ,xíng zhèng,39,11
行走,5,B2,核心詞,ㄒㄧㄥˊ ㄗㄡˇ,xíng zǒu,21,11
性感,5,B2,核心詞,ㄒㄧㄥˋ ㄍㄢˇ,xìng gǎn,7,2
性命,5,B2,身體、醫療,ㄒㄧㄥˋ ㄇㄧㄥˋ,xìng mìng,25,11
性質,5,B2,核心詞,ㄒㄧㄥˋ ㄓˊ,xìng zhí,41,11
胸,5,B2,身體、醫療,ㄒㄩㄥ,xiōng,47,11
凶手/兇手,5,B2,安全,ㄒㄩㄥ ㄕㄡˇ,xiōng shǒu,36,7
貓熊/熊貓,5,B2,自然環境,ㄒㄩㄥˊ ㄇㄠ,xióng māo,2,15
修改,5,B2,核心詞,ㄒㄧㄡ ㄍㄞˇ,xiū gǎi,25,12
休假,5,B2,職業,ㄒㄧㄡ ㄐㄧㄚˋ,xiū jià,8,5
修正,5,B2,核心詞,ㄒㄧㄡ ㄓㄥˋ,xiū zhèng,29,19
袖子/袖,5,B2,購物、商店,ㄒㄧㄡˋ ˙ㄗ/ㄒㄧㄡˋ,xiù zi/xiù,16,6
噓,5,B2,核心詞,ㄒㄩ,xū,5,3
需求,5,B2,核心詞,ㄒㄩ ㄑㄧㄡˊ,xū qiú,110,65
許願,5,B2,文化,ㄒㄩˇ ㄩㄢˋ,xǔ yuàn,3,6
酗酒,5,B2,身體、醫療,ㄒㄩˋ ㄐㄧㄡˇ,xù jiǔ,19,3
宣傳,5,B2,休閒、娛樂,ㄒㄩㄢ ㄔㄨㄢˊ,xuān chuán,36,21
旋轉,5,B2,核心詞,ㄒㄩㄢˊ ㄓㄨㄢˇ,xuán zhuǎn,24,13
選舉,5,B2,社會,ㄒㄩㄢˇ ㄐㄩˇ,xuǎn jǔ,21,60
